,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
1866,1866,Aman Kakar,@amankakarr,2021-04-26T11:38:30.000Z,just got removed from the class group for sharing information about covid,,😭,2,1,7,['https://pbs.twimg.com/media/Ez5bDouVcAQs6Ex?format=jpg&name=small'],https://twitter.com/amankakarr/status/1386645859694116867
1867,1867,Farah S,@yogazyr,2021-04-26T18:34:56.000Z,"Compassion is contagious. Every moment we choose compassion, we move towards a better world.

SSRians Help In Covid Crisis

Please connect with us for any Covid related emergency.",,🦋,3,42,24,['https://pbs.twimg.com/media/Ez66X6GVgAAwH4E?format=jpg&name=small'],https://twitter.com/yogazyr/status/1386750658959712256
1868,1868,Dr. S.Y. Quraishi,@DrSYQuraishi,2021-04-26T14:17:02.000Z,"SOS. Name: Geeta Rani
Age: 60
Current City: Haryana
Current Address: B 1006 3rd floor Greenfield colony, Faridabad
COVID status: Positive
Need: Ventilator Bed
Place: Delhi and NCR
Blood Type: O+
Oxygen: 85 
Pulse: 96
CT scan serious
Contact Number: 9999409408 (her son, Saransh)",,,19,331,365,[],https://twitter.com/DrSYQuraishi/status/1386685757415256068
1869,1869,FinancialXpress,@FinancialXpress,2021-04-26T04:42:28.000Z,"#PayU's survey indicates that #edtech has emerged as a winner, with a 78% increase in the number of transactions and a 44% increase in expenditure, within this period.","One-year of Covid-19 pandemic: India upskills, education goes online
The most likely explanations, PayU said, are an increasing number of professionals upskilling themselves as they worked from home and students shifting to online education.
financialexpress.com",,,1,3,['https://pbs.twimg.com/card_img/1386461387153494017/krSIkVs2?format=jpg&name=small'],https://twitter.com/FinancialXpress/status/1386541163130200071
1870,1870,Sanjeev Pandey,@Sanjeevpandeyji,2021-04-26T17:01:12.000Z,"CJI swings in action, meets senior judges to take stock of of Covid-19 situation. My story for PTI on TOI's website! ","CJI swings in action, meets senior judges to take stock of of Covid-19 situation | India News -...
India News: NEW DELHI: Chief Justice of India Nuthalapati Venkata Ramana Saturday swung into action after taking oath as head of the judiciary and held consultati.
timesofindia.indiatimes.com",🙏 😀,4,23,92,['https://pbs.twimg.com/card_img/1388531396172414978/SKN3vtRF?format=jpg&name=small'],https://twitter.com/Sanjeevpandeyji/status/1386727071313850371
1871,1871,FinancialXpress,@FinancialXpress,2021-04-26T11:40:37.000Z,SC advances summer vacation by week due to surge in #COVID cases,"SC advances summer vacation by week due to surge in COVID cases
The Supreme Court on Monday decided to advance its summer vacation, which will now commence from May 8 in view of sudden surge in COVID-19 cases.
financialexpress.com",,,1,2,['https://pbs.twimg.com/card_img/1386646326339796996/dHdYpv59?format=jpg&name=small'],https://twitter.com/FinancialXpress/status/1386646394706923520
1872,1872,Ministry of Railways,@RailMinIndia,2021-04-26T10:34:33.000Z,"We have received requests from some states for provision of COVID Coaches. These coaches are locationed at several places like Nandurbar in Maharastra, Bhopal, Delhi. Modalities & SOPs are in place
- Chairman & CEO Railway Board Shri Suneet Sharma",,,5,79,341,['https://pbs.twimg.com/ext_tw_video_thumb/1386629663380840449/pu/img/UIGWDQJUFQ9xapOP.jpg'],https://twitter.com/RailMinIndia/status/1386629767856726016
1873,1873,Friends of RSS,@friendsofrss,2021-04-26T11:51:23.000Z,"RSS volunteers are providing food, drinking water and other eatables to frontline health workers and Covid affected people at a Civil Hospital in Karnavati, Gujarat. #COVIDHelp",,,12,364,1.2K,"['https://pbs.twimg.com/media/Ez5d_G2XMAALIKZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez5d_G6WYAAArD0?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez5d_G2XoAAHasY?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez5d_HAWEAM2coT?format=jpg&name=360x360']",https://twitter.com/friendsofrss/status/1386649102503407622
1874,1874,POLICE COMMISSIONERATE GAUTAM BUDDH NAGAR,@noidapolice,2021-04-26T07:22:07.000Z,"Those who have had COVID-19- please consider donating plasma- there is a major shortage! We must all contribute to fighting this national crisis however we can. Join the 
@noidapolice
 plasma bank as a donor by calling our COVID control room - 8851066433. Make the gift of life !",,,35,797,1.5K,[],https://twitter.com/noidapolice/status/1386581338417811458
1875,1875,Delhi Times,@DelhiTimesTweet,2021-04-26T16:38:48.000Z,".
@eyehinakhan
 tests positive for #COVID19

#HinaKhan #coronavirus",,,,15,35,"['https://pbs.twimg.com/media/Ez6fyl9VIAEu2BU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez6fyl7VIAUbbza?format=jpg&name=360x360']",https://twitter.com/DelhiTimesTweet/status/1386721433720479749
1876,1876,Divyanshi Sumrav,@divyanshisumrav,2021-04-26T16:15:22.000Z,"Please help amplify this. It's urgent. #ICUBedwithOxygen #AGRA #DelhiNCR

Patient : Devender Gupta, 55
Issue: Covid +, on home/mini ventilator as of now but oxygen level not rising above 75-77
Need: ICU bed with oxygen support
Attendant: 8860879897, 7982570930",,,6,18,22,[],https://twitter.com/divyanshisumrav/status/1386715537716092930
1877,1877,"COVID HELPER
Neeraj Kumar",@NeerajK1999,2021-04-26T11:02:00.000Z,"Now in deteriorated covid situation, it's more of a luck to get any ICU, oxygen cylinder, or any medical supplies.
It now about Right place at Right time

But I am trying my level best to find verified leads because I don't want any patient to call on dead lead

We Will Win",,😇,,,1,['https://pbs.twimg.com/media/Ez5Ss5fUcAMzviW?format=jpg&name=900x900'],https://twitter.com/NeerajK1999/status/1386636675661500417
1878,1878,"GÖÙRÏ
(Justice For SSR
)",@Advocate_Gouri,2021-04-26T16:14:34.000Z,"The hardest walk you can make, is the walk you make alone. But that is the walk that makes you the strongest
SSRians Help in Covid Crisis
@nilotpalm3",,🌠 🦋 ❤ ⭐ ✊,2,91,40,['https://pbs.twimg.com/media/Ez6aPmiVgAMhWDU?format=jpg&name=small'],https://twitter.com/Advocate_Gouri/status/1386715335751913477
1879,1879,Deeptiman Tiwary,@DeeptimanTY,2021-04-26T10:09:54.000Z,Urgently required O +ve Plasma donor for the following patient. Plz help. #COVID19,,,,39,18,['https://pbs.twimg.com/media/Ez5GyHAUcAYRljl?format=jpg&name=small'],https://twitter.com/DeeptimanTY/status/1386623564736991250
1880,1880,siddhart,@am_i_siddhart,2021-04-26T02:37:48.000Z,"#CSK
 #CSKvRCB ..... Now rcb ",,👑 👑 😂 😂 😂,2,,8,"['https://pbs.twimg.com/media/Ez3fS2iUYAQHu-u?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez3fTCKVcAI6SS8?format=jpg&name=360x360']",https://twitter.com/am_i_siddhart/status/1386509787098091520
1881,1881,DD India,@DDIndialive,2021-04-26T14:59:04.000Z,"Doordarshan stands with the nation in these troubled times of #COVID19; Our expert panel of doctors will answer your queries 3 times a day

12 -1 PM (On DD News & DD India)
2 -3 PM (On DD News)
7 -8 PM (On DD News & DD India)

Ask your queries on 011-23387031 /facebook.com/DDNews",,,,19,27,['https://pbs.twimg.com/media/Ez6I5pFVEAEG7xI?format=png&name=small'],https://twitter.com/DDIndialive/status/1386696335584219136
1882,1882,Uday Mahurkar,@UdayMahurkar,2021-04-26T16:01:59.000Z,"80 year old Covid patient Pradyumna Prasad Singh in serious condition. Oxygen falling fast. Needs bed immediately. Location : Crossing Republic, Ghaziabad.  Ph 8826899592 
@utsavbains",,,12,259,401,[],https://twitter.com/UdayMahurkar/status/1386712169807450118
1883,1883,Friends of RSS,@friendsofrss,2021-04-26T14:31:23.000Z,"RSS volunteers are spreading awareness about #COVID19 and Vaccination program in Almora, Uttarakhand.",,,8,184,804,"['https://pbs.twimg.com/media/Ez6CoBZVEAIjEUS?format=jpg&name=small', 'https://pbs.twimg.com/media/Ez6CoBZUUAEHrUq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez6CoBcVUAAjNYu?format=jpg&name=360x360']",https://twitter.com/friendsofrss/status/1386689366467104768
1884,1884,PIB India,@PIB_India,2021-04-26T08:44:08.000Z,"Dedicated Helpdesk by CBIC for Handholding Trade, Industry and Individuals

to expedite Customs Clearance of Imports related to COVID including Oxygen and oxygen related equipments etc

https://pib.gov.in/PressReleasePage.aspx?PRID=1714090…",,,6,49,147,[],https://twitter.com/PIB_India/status/1386601978881445893
1885,1885,Bhoopkishor Pathak,@stayhealed,2021-04-26T04:45:08.000Z,"We can avoid COVID for sure by using 3 things 
1.  Isolation 
2. Properly fitted mask
3. Vaccine",,,,1,6,[],https://twitter.com/stayhealed/status/1386541831765118977
1886,1886,Artemis Hospitals,@HospitalArtemis,2021-04-26T09:18:48.000Z,"Watch Dr. (Col) Manjinder Sandhu, Director - Cardiology & Artemis Cardiac Care Pvt. Ltd., Artemis Hospitals, Gurugram as he speaks about ‘Living Long And Healthy With COVID Vaccination’ in a program on NDTV 24X7 on 28th April 2021 at 10:30AM and 2:30PM.

#COVID19 #covidvacccine",,,,6,21,['https://pbs.twimg.com/media/Ez47FYmVUAA4KAK?format=jpg&name=small'],https://twitter.com/HospitalArtemis/status/1386610703172182018
1887,1887,DrHarshVardhanOffice,@DrHVoffice,2021-04-26T10:31:42.000Z,"Watch Now !

Press briefing on current actions being taken, preparedness & updates on #COVID19
@PMOIndia
 @MoHFW_INDIA
 #IndiaFightsCorona #LargestVaccineDrive","DrHarshVardhanOffice
@DrHVoffice
Watch Now!",,40,117,574,"['https://pbs.twimg.com/card_img/1388892573683437570/ytj5eboC?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1138336144158945280/-2k5scpP_mini.jpg']",https://twitter.com/DrHVoffice/status/1386629048378425348
1888,1888,Swati Chaturvedi,@bainjal,2021-04-26T14:31:28.000Z,"Modi government seriously think they can stop the 
@BBCWorld
 @guardian
 @nytimes
 from reporting the Covid crisis & holding the government to account. Specially with the badly drafted letters. They are not panna pramukhs. And, you can’t set the CBI on them",,,49,761,2.2K,[],https://twitter.com/bainjal/status/1386689391020498945
1889,1889,Sambit Patra,@sambitswaraj,2021-04-26T14:11:37.000Z,"In a bid to address the challenges arising due to COVID19, NITI Aayog reached out to more than 1 lakh Civil Society Organisations (CSOs) today to deliberate on coordinated strategies to navigate through the impact of recent surge in covid cases.

https://pib.gov.in/PressReleasePage.aspx?PRID=1714157…",,,67,111,654,[],https://twitter.com/sambitswaraj/status/1386684391825448967
1890,1890,Dr Thalamus,@Neurochauhan,2021-04-26T11:53:02.000Z,"COVID variants :

B.1.617  -  indian 
B.1.1.7  - UK
B.1.351 - south African 
P.1         - Brazil 
B.1.427 - California 
??? ?      - China variant 

PS - NEET PG aspirants ratt lo ye sab
#COVIDEmergency2021 #COVID19",,,17,46,243,[],https://twitter.com/Neurochauhan/status/1386649517622104066
1891,1891,Saurabh Dwivedi,@saurabhtop,2021-04-26T09:49:05.000Z,"Received on FB
ये बहुत अर्जेंट है सर। इन्हें प्लाज़्मा चाहिए। 
Patient's Name: Shakun Mishra
Age: 50
Sex: female
Covid Status: *Positive*
Hospital: ICU ofLife Care hospital Jabalpur (M.P.)
Attendant name and contact numbers:  Prashant Dwivedi +918085786190
Requirment: O+ Plasma",,,21,191,303,[],https://twitter.com/saurabhtop/status/1386618326990823430
1892,1892,Moushumi Dhar,@dhar_moushumi,2021-04-26T15:37:36.000Z,"""Part of being a person is about helping others.”

SSRians Help In Covid Crisis",,,,10,4,[],https://twitter.com/dhar_moushumi/status/1386706031321894914
1893,1893,Anil Nagar,@anilnagr,2021-04-26T06:02:49.000Z,Covid and the Investors!,,✨ 🙌,5,10,33,['https://pbs.twimg.com/media/Ez4OOWsVIAAxIWm?format=png&name=small'],https://twitter.com/anilnagr/status/1386561381848154112
1894,1894,The Times Of India,@timesofindia,2021-04-26T17:15:00.000Z,Covid-19 situation in India 'beyond heartbreaking': WHO chief http://toi.in/3qNi_b/a24gk,,,143,221,1K,['https://pbs.twimg.com/media/Ez6jeIAVkAE4BvJ?format=jpg&name=small'],https://twitter.com/timesofindia/status/1386730543006445570
1895,1895,Press Trust of India,@PTI_News,2021-04-26T13:29:00.000Z,"Govt asks Serum Institute, Bharat Biotech to lower price of COVID vaccines as India gears up to inoculate all aged above 18: Official sources",,,251,2K,11.5K,[],https://twitter.com/PTI_News/status/1386673668944666632
1896,1896,Aayush Jain,@aayushjn17,2021-04-26T18:41:49.000Z,"Both my parents have developed symptoms, but unable to get tested as all labs are running full. Is there any way to get tested at home for Covid, in East Delhi. 
@srinivasiyc
 @dilipkpandey",,,2,6,5,[],https://twitter.com/aayushjn17/status/1386752392931123202
1897,1897,Siddharth,@svaradarajan,2021-04-26T18:35:36.000Z,"The Wire's manager, Radhakrishna Muralidhar, succumbed to Covid today. 

We will miss his smiling, helpful presence.

Most readers of The Wire would not know of him or his importance for us so I wrote a personal tribute to Murali.

https://thewire.in/media/muralidhar-manager-and-sheet-anchor-of-the-wire-passes-away-of-covid-complications… via 
@thewire_in","R. Muralidhar, Manager and Sheet-Anchor of The Wire, Passes Away of COVID Complications
There are men and women like Murali in every decent news organisation in every country of the world. They are the unsung soldiers of the free press who labour so that journalists can do the work that...
thewire.in",,234,907,4K,['https://pbs.twimg.com/card_img/1386758007736868865/8-fg9xY2?format=jpg&name=small'],https://twitter.com/svaradarajan/status/1386750829382627328
1898,1898,Aditi Rajput,@aditi_cted,2021-04-26T09:29:10.000Z,Yesterday's #CSKvsRCB was basically a summary of How Covid Caused damages to INDIA.,,,,1,4,[],https://twitter.com/aditi_cted/status/1386613311920242692
1899,1899,awwwtif ☾ we all need help,@awwwtif,2021-04-26T18:12:29.000Z,you mean my mom?? she proud of me.......sometimes ,,🌷 😭 ❤ 😒,,,,['https://pbs.twimg.com/media/Ez61O-HUYAY_2NY?format=jpg&name=small'],https://twitter.com/awwwtif/status/1386745011354570752
1900,1900,OpIndia.com,@OpIndia_com,2021-04-26T17:00:01.000Z,"RTI activist Vivek Pandey had filed two RTIs on two different dates, both the time details on expenditure detail on COVID was unavailable","Kejriwal spent 'NIL' amount from Delhi CM Relief Fund for COVID crisis, RTI reveals
RTI activist Vivek Pandey had filed two RTIs on two different dates, both the time details on expenditure detail on COVID was unavailable | OpIndia News
opindia.com",,23,483,1.1K,['https://pbs.twimg.com/card_img/1386564980468682752/6t4pDcsp?format=jpg&name=small'],https://twitter.com/OpIndia_com/status/1386726771978948610
1901,1901,Brijendra Singh,@BrijendraSpeaks,2021-04-26T06:54:55.000Z,"Wishing for a speedy recovery and good health thereafter, for our country’s senior politician and voice of farmers, RLD Chief Chaudhary Ajit Singh, who is currently fighting Covid-19.",,,4,29,64,[],https://twitter.com/BrijendraSpeaks/status/1386574495805173761
1902,1902,Hari Kumar,@HariNYT,2021-04-26T08:19:15.000Z,"Why India should not ask tough Qs to its federal government about Covid19 ?
Why Delhi should not ask tough Qs to its UT government about Covid 19 ?
Why India should not ask tough Qs to its Election Commission Of India  about super-spreader rallies in election states ?",,,3,36,83,[],https://twitter.com/HariNYT/status/1386595718052278274
1903,1903,Alok Sharma,@aloksharma07,2021-04-26T06:01:45.000Z,"Today I came for the COVID-19
 Test..... Shell we really approaches to the Government Primary Health Center.",,🦠 😷,,,,['https://pbs.twimg.com/media/Ez4N-BDXsAEjrY1?format=jpg&name=900x900'],https://twitter.com/aloksharma07/status/1386561116273188870
1904,1904,Rajesh Sharma ।ৰাজেশ শৰ্মা ।રાજેશ શર્મા,@beingAAPian,2021-04-26T05:50:36.000Z,"AAP Gujarat Social media team has set up a network of volunteers from across Gujarat to help people in need for COVID- 19 crisis

They will try to find sources and guide. 

Please tag me or use #AAPGujaratSOS in your tweets. 

We will do whatever we can.",,,2,100,164,[],https://twitter.com/beingAAPian/status/1386558308702580740
1905,1905,Amit Lakhani,@TheAmitLakhani,2021-04-26T15:26:34.000Z,"I wanted to file PIL to immediately take steps to stop hoarding & black marketing of #CovidResources, had prepared a rough draft but couldn't do coz 3 of my family members r now Covid positive.
Thankfully somebody else has done it on almost similar lines.","Delhi High Court To Hear Plea Seeking Proper Mechanism To Ensure Availability Of Medicines Essent...
The Delhi High Court will hear tomorrow an urgent applicationconcerning acute shortage of medici
livelaw.in",,1,35,28,['https://pbs.twimg.com/card_img/1385149241819992066/YrM3Mamn?format=jpg&name=small'],https://twitter.com/TheAmitLakhani/status/1386703255527251973
1906,1906,Parth Lohomi,@_lohomi_,2021-04-26T13:22:13.000Z,"To be honest, just wanted to dress like this with my boys on the cosplay thing in the final year, ahh COVID ""(
#Classof2021",,,,,3,['https://pbs.twimg.com/media/Ez5ywjrVUAEGxXE?format=png&name=small'],https://twitter.com/_lohomi_/status/1386671962961813509
1907,1907,jaideep yadav,@jai_mib,2021-04-26T21:25:40.000Z,"Kindly help in arranging an oxygen bed for my mother
Name - Pavitra Yadav
Age - 66 years
Oxygen level - 88
Address- Sant nagar, North Delhi
Rt pcr report is covid positive
Doctor on online consultation has recommended for admission
#SOSIYC #covidhelp 
@srinivasiyc",,,41,219,1K,['https://pbs.twimg.com/media/Ez7hbJ7VUAApPFf?format=jpg&name=900x900'],https://twitter.com/jai_mib/status/1386793625418276867
1908,1908,Cricketbolo,@cricketbolo,2021-04-26T10:24:56.000Z,"Pat Cummins has donated $50,000 (approx INR 37 lakhs) in India's ongoing fight against COVID-19. Well done Pat Cummins! ",,🙌,,,7,['https://pbs.twimg.com/media/Ez5KOKyUcAQNAU3?format=jpg&name=small'],https://twitter.com/cricketbolo/status/1386627346032054283
1909,1909,ET Industry News,@ETIndustryNews,2021-04-26T07:49:11.000Z,"COVID-19 is a mild disease, no need to panic, says AIIMS Director Dr Randeep Guleria #ETIndustryNews","COVID-19 is a mild disease, no need to panic, says AIIMS Director Dr Randeep Guleria
According to the AIIMS Director, there are 10-15 per cent of people who may witness severe infection and may need extra medicines like Remdesivir, oxygen or plasma. Less than five per cent of...
economictimes.indiatimes.com",,,2,6,['https://pbs.twimg.com/card_img/1388839523879165956/igqxBktJ?format=jpg&name=small'],https://twitter.com/ETIndustryNews/status/1386588151964131331
1910,1910,ADITYA KUMAR,@singhadi0999,2021-04-26T03:24:38.000Z,"Happy
           Chaitra purnima vrat
                                                                            Free covid-19",,,,,1,['https://pbs.twimg.com/media/Ez3qBQEVoAAibE4?format=jpg&name=small'],https://twitter.com/singhadi0999/status/1386521574732230660
1911,1911,Abhijit Iyer-Mitra,@Iyervval,2021-04-26T07:48:38.000Z,A fantastic thread on the under & over reporting of COVID deaths in india. Read the whole thing.,"Quote Tweet
कुशल मेहरा
@kushal_mehra
 · Apr 26
On one hand, you say the government is totally incompetent & that is why we are in this mess. This I agree with. All governments are incompetent in varying degrees. Then in the same breath you claim they are so competent that they are hiding death figures which are actually 10x!!
Show this thread",,10,84,273,['https://pbs.twimg.com/profile_images/1376073620640817155/JW5FTu0d_mini.jpg'],https://twitter.com/Iyervval/status/1386588012960620547
1912,1912,Puja Bahri,@Puja_Bahri,2021-04-26T16:13:17.000Z,"Can someone living near Chattarpur volunteer to check on an eledery living all alone(COVID negative).He’s an 80+ year old ex fauji and has no one to take care of him.Even sending fruits and vegetables (cooked meals would be awesome)will be a great help 
 Please DM me for details",,🙏,27,489,463,[],https://twitter.com/Puja_Bahri/status/1386715011347664899
1913,1913,,@Mr_MadCastiC,2021-04-26T07:52:31.000Z,"Delhi leads 
#Verified 
#COVID19",,💔,,1,2,"['https://pbs.twimg.com/media/Ez4nVPsXIAAHmvG?format=jpg&name=small', 'https://pbs.twimg.com/media/Ez4nVjDXoAAngln?format=jpg&name=360x360']",https://twitter.com/Mr_MadCastiC/status/1386588989977677824
1914,1914,Chavi Anupam,@chavianupamjain,2021-04-26T05:26:40.000Z,#Corona According to researches there will be  8 Lacs Corona cases per day in India & there will be 5600 deaths per day in May 2021 during the peak of #pandemic ! So spend maximum time with your loved ones ! कल हो न हो ! #Pandemic #IndiaFightsCorona #Covid,,🧚,,3,1,['https://pbs.twimg.com/media/Ez4F9Q8UYAESv0S?format=jpg&name=small'],https://twitter.com/chavianupamjain/status/1386552287649169408
1915,1915,Neelam Pandey,@NPDay,2021-04-26T08:46:43.000Z,"Hi, my uncle is down with Covid and needs immediate hospitalisation in West Delhi if possible or anywhere else. Pls help. Vijay Kohli, 70 
Need a bed with oxygen support 
Contact: Rashmi Sharma 8285506264
SPO2 level - 84
Require Remdesivir (can share prescription) 
@raghav_chadha",,,19,150,119,[],https://twitter.com/NPDay/status/1386602630772842496
1916,1916,Mohd Hamza,@5g_and_6g,2021-04-26T13:51:24.000Z,"I have done a little bit on my part!
#OxygenEmergency #OxygenCrisis #DonatePlasma #DonatePlasmaSaveLives 
#donateOxygen #COVID19",,,,1,17,['https://pbs.twimg.com/media/Ez55eviVkAEnBCu?format=jpg&name=medium'],https://twitter.com/5g_and_6g/status/1386679307515301890
1917,1917,PIB Fact Check,@PIBFactCheck,2021-04-26T09:00:15.000Z,"Media reports claim that 
@CSIR_IND
 survey reveals smokers & vegetarians are less vulnerable to #COVID19 

#PIBFactCheck: Presently, NO conclusion can be drawn based on the serological studies that vegetarian diet & smoking may protect from #COVID19 

Read: https://csir.res.in/pressrelease/clarification-article-%E2%80%9Ccsir-study-reveals-smokers-and-vegetarians-are-less-vulnerable…",,,13,186,418,['https://pbs.twimg.com/media/Ez42GYHVgAEH_Xa?format=jpg&name=small'],https://twitter.com/PIBFactCheck/status/1386606034203017218
1918,1918,vir sanghvi,@virsanghvi,2021-04-26T08:40:46.000Z,"A quick shout out to all the doctors and labs who are struggling against massive odds.I know of people working in labs who have lost a parent to Covid & have come right back to work.
Thank you from all of us!
@drdangslab
 
@MahajanImaging",,,24,160,815,[],https://twitter.com/virsanghvi/status/1386601133364301825
1919,1919,Licypriya Kangujam,@LicypriyaK,2021-04-26T03:18:45.000Z,"One CM in India 
 announced that if you mentioned “Oxygen Shortage” then your property will be seized & also Govt order 
@Twitter
 to delete any tweets which criticised the Government COVID19 management.

In between, India already starts importing  Oxygen from foreign countries.",,,52,1K,3.3K,[],https://twitter.com/LicypriyaK/status/1386520094885384197
1920,1920,mamta painuly kale,@mamta_kale,2021-04-26T13:42:17.000Z,"BREAKING/POSITIVE NEWS 
In last 24 hours 5 UTs/ States have not reported any single loss of life . #IndiaFightsCorona #COVID19 #PositiveNews",,👇,17,81,379,[],https://twitter.com/mamta_kale/status/1386677013075742725
1921,1921,Raj Chengappa,@rajchengappa,2021-04-26T02:24:30.000Z,"Lov Kush Singh, 55, elder brother of my house security guard, who is in Faridabad, needs admission to a hospital urgently. His O2 levels have dropped to 65 per cent -in a rapid  antigen test  he was Covid -. Anyone who can help him, pl call Vijay at  09582013200 or 09540306038",,🙏,11,204,155,[],https://twitter.com/rajchengappa/status/1386506441289207810
1922,1922,RAKT,@raktnssdtu,2021-04-26T11:59:14.000Z,"Often in the toughest of times emerge the greatest of heroes!
Register as a plasma donor: http://bit.ly/BeACOVIDPlasmaRAKTVeer…

We humbly request all who have recovered from #COVID in the past 30 days to six months and are #eligible to donate, to register with us.

#beAPlasmaDonor #SaveLives",,,,9,5,"['https://pbs.twimg.com/media/Ez5fyzmUUAI8vuW?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez5fyz-VcAcGEmp?format=jpg&name=360x360']",https://twitter.com/raktnssdtu/status/1386651079635476482
1923,1923,ADITYA KUMAR,@singhadi0999,2021-04-26T03:30:17.000Z,"Happy
           National
Pretzel
              Day
                                                                          Free covid-19",,,,,1,['https://pbs.twimg.com/media/Ez3rUaKVoAQkT7v?format=jpg&name=small'],https://twitter.com/singhadi0999/status/1386522998522343426
1924,1924,Avantika Tewari,@Avantikatewari,2021-04-26T20:56:46.000Z,"Proof of positive RCPTR COVID test to qualify for hospital bed not required in New Delhi. It is illegal for a hospital to deny admission on that basis. New decision by Delhi High Court in the case Jaideep Ahuja v. Govt. of NCT of Delhi.

#COVID19 #CovidIndia",,,,5,7,['https://pbs.twimg.com/media/Ez7a1L9XIAE7-DZ?format=jpg&name=small'],https://twitter.com/Avantikatewari/status/1386786351664746501
1925,1925,Abhisar Sharma,@abhisar_sharma,2021-04-26T15:01:29.000Z,"This is very serious . Please help 
@DrKumarVishwas
 @srinivasiyc
Bhai. Please check his vitals . He needs help

Sandeep Kumar 
Age 42 
Covid+
*Kidney Issues ( Need immediately dialysis)*
*Oxygen Level : 35-40 * without cylinder 
 Sector 76 Noida 
Wife Number : 9818311844",,,29,370,729,[],https://twitter.com/abhisar_sharma/status/1386696942202150920
1926,1926,Karuna Nundy,@karunanundy,2021-04-26T19:33:18.000Z,"Incredibly useful advice on treating covid from the National Institute of Health, am told the site is continually updated with the latest research. Send this to your doctor. Thanks 
@Renu95393728","Therapeutic Management | COVID-19 Treatment Guidelines
Review the Panel’s recommended strategies for managing patients with COVID-19 based on disease severity.
covid19treatmentguidelines.nih.gov",,4,38,75,['https://pbs.twimg.com/card_img/1386761103934431240/SQpinahr?format=jpg&name=small'],https://twitter.com/karunanundy/status/1386765348972621829
1927,1927,Nistula Hebbar,@nistula,2021-04-26T11:50:10.000Z,"In Episode 4 of “Talking Politics With Nistula Hebbar” I speak about Differential COVID 19 vaccine pricing - do watch - https://youtu.be/wF15elo0iYg via 
@YouTube","Talking Politics With Nistula Hebbar | Differential COVID 19 vaccine...
In today's episode of Talking Politics with Nistula Hebbar, we discuss India's ramping up of vaccination in all age groups amid the massive second wave of CO...
youtube.com",,15,33,132,['https://pbs.twimg.com/card_img/1386648630585487363/Ez9LpsOt?format=jpg&name=240x240'],https://twitter.com/nistula/status/1386648795618832384
1928,1928,Urvashi,@urvashi_mitra,2021-04-26T11:17:44.000Z,".
@covid_army
 No Bangalore results showing on dashboard. Please see",,,1,,1,['https://pbs.twimg.com/media/Ez5WTvFVkAMZPlF?format=jpg&name=medium'],https://twitter.com/urvashi_mitra/status/1386640635931762688
1929,1929,ADITYA KUMAR,@singhadi0999,2021-04-26T03:25:21.000Z,"International
                       Chernobyl Disaster Remembrance
Day
                                                                           Free covid-19",,,,,1,['https://pbs.twimg.com/media/Ez3qL_rUYAUzzV4?format=jpg&name=small'],https://twitter.com/singhadi0999/status/1386521754474934279
1930,1930,Dr. Sameer Gupta,@SGuptaMD,2021-04-26T19:22:54.000Z,"82yr 
 and 27yr 
 - COVID+; both de-compensating with similar O2 requirements.

Only 1 ICU bed with NIV/ventilator? Whom do you take?

Many docs across India
 are being faced with this decision. We doctors didn’t sign up for this 
#COVID19 #IndiaCovid19 #DelhiFightsCorona",,👩 😢,6,5,23,[],https://twitter.com/SGuptaMD/status/1386762731043246081
1931,1931,Anil Baluni,@anil_baluni,2021-04-26T13:39:02.000Z,"Rather than acknowledging their mistakes and making a course correction, some opposition led state governments have been busy blaming the centre for their own mismanagement and shortage of medical supplies.

Read the article:","Passing the buck won't help us in COVID-19 fight-Blogs News , Firstpost
firstpost.com",,5,16,39,['https://pbs.twimg.com/card_img/1385671325931376640/Q8q2doEt?format=jpg&name=small'],https://twitter.com/anil_baluni/status/1386676192976072708
1932,1932,"Samrat
/ Ranchi /DM for Covid-Resources",@findsamhere,2021-04-26T21:03:28.000Z,google maps deadass have you like this,,👑,,,,['https://pbs.twimg.com/media/Ez7cXjsVgAAn8Kh?format=jpg&name=small'],https://twitter.com/findsamhere/status/1386788038601150467
1933,1933,CroakingToadProductions,@CroakingToadPro,2021-04-26T23:59:43.000Z,Sitting outside my vaccination center after getting my first shot if Pfizer Covid vaccine. Stay safe!  Stay healthy. Get your Covid Shots. #CovidVaccine #Pfizer #GetVaccinated,,,,,4,['https://pbs.twimg.com/media/Ez8EQDoXoAUHmYW?format=jpg&name=small'],https://twitter.com/CroakingToadPro/status/1386832393236099077
