,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,hashtag,cleaned words,Segmented#
616,616,Anil Kishor,@anilkishor667,2021-04-12T04:40:32.000Z,Save yourself from covid by wearing masks and keeping social distancing pl keep yourself from crowd,,,,1,1,[],https://twitter.com/anilkishor667/status/1381467243989532674,[],"['save', 'covid', 'wearing', 'mask', 'keeping', 'social', 'distancing', 'pl', 'keep', 'crowd']",
617,617,Navratan Foundations,@navratanfoun,2021-04-12T17:06:56.000Z,"Inspite #covid,making progress slowly. #women at our #tailoring centre at Bansballi market sec 8, #noida. Learning a #skill is important to be #financialindependent . #womenempowerment",,,1,1,5,['https://pbs.twimg.com/media/Eyyf-NMUcAEeTd0?format=jpg&name=small'],https://twitter.com/navratanfoun/status/1381655083121700868,"['covid', 'women', 'tailoring', 'noida', 'skill', 'financialindependent', 'womenempowerment']","['inspite', 'covid', 'making', 'progress', 'slowly', 'women', 'tailoring', 'centre', 'bansballi', 'market', 'sec', 'noida', 'learning', 'skill', 'important', 'financialindependent', 'womenempowerment']",covid women  tailoring  noida skill  financial independent   women empowerment
618,618,Sumit,@sumitktr2,2021-04-12T05:56:04.000Z,"Metro, malls, markets are open, elections, marriages etc are happening but colleges & Universities are closed. Ensuring proper Covid safety measures is the task of administration.

#ReopenCampus #SFI
@SfiAud
 @Priyans11725332","Delhi: AUD fines final-year student Rs 40,000 for ‘defacing’ wall, deregisters him for semester
The third-year student, Priyansh Maurya, was suspended last month by the administration and debarred from entering the campus pending an inquiry into a March 9 protest organised by the SFI — to...
indianexpress.com",,,6,10,['https://pbs.twimg.com/card_img/1386432741797998596/gc9XxOqV?format=jpg&name=small'],https://twitter.com/sumitktr2/status/1381486256249401345,"['ReopenCampus', 'SFI']","['metro', 'mall', 'market', 'open', 'election', 'marriage', 'etc', 'happening', 'college', 'university', 'closed', 'ensuring', 'proper', 'covid', 'safety', 'measure', 'task', 'administration', 'reopencampus', 'sfi', 'sfiaud', 'priyans']",reopen campus sfi
619,619,DR J S SURI,@DRJSSURI,2021-04-12T13:15:24.000Z,"Yes gathering in all religious places across board.

Religious or other processions.

We need to contain Covid 19 at any cost.

We need to save lives.

We need to reduce morbidity and mortality

We need to break the chaim","Quote Tweet
Dr Subodh Gupta MD
@drsubodhkgupta
 · Apr 12
Replying to @DRJSSURI
Election rallies and kumbh",,,1,5,['https://pbs.twimg.com/profile_images/722592446014746624/4gG-JJJH_mini.jpg'],https://twitter.com/DRJSSURI/status/1381596817880588291,[],"['yes', 'gathering', 'religious', 'place', 'across', 'board', 'religious', 'procession', 'need', 'contain', 'covid', 'cost', 'need', 'save', 'life', 'need', 'reduce', 'morbidity', 'mortality', 'need', 'break', 'chaim']",
620,620,Lauren Boebert,@laurenboebert,2021-04-12T23:56:37.000Z,"BLM will burn down cities and destroy business.

Democrats will do nothing to stop them.

Both then have the audacity to ask for federal funding to help those communities recover and call it ""COVID Relief"".",,,1.7K,4.1K,14.3K,[],https://twitter.com/laurenboebert/status/1381758183715274768,[],"['blm', 'burn', 'city', 'destroy', 'business', 'democrat', 'nothing', 'stop', 'audacity', 'ask', 'federal', 'funding', 'help', 'community', 'recover', 'call', 'covid', 'relief']",
621,621,natalee :p,@gataleenaren,2021-04-12T23:55:07.000Z,besties in vermont for the summer have we made plans to register for the safe and effective covid vaccine?? have we made our accounts with the vermont dept of health????,,,2,8,41,[],https://twitter.com/gataleenaren/status/1381757807322619905,[],"['besties', 'vermont', 'summer', 'made', 'plan', 'register', 'safe', 'effective', 'covid', 'vaccine', 'made', 'account', 'vermont', 'dept', 'health']",
622,622,Laura,@llaurapm,2021-04-12T23:54:00.000Z,Wake me up when COVID ends,,,1,5,19,[],https://twitter.com/llaurapm/status/1381757524228067329,[],"['wake', 'covid', 'end']",
623,623,Dr. Asatar Bair,@asatarbair,2021-04-12T23:57:46.000Z,"Liberals, explaining why China, which had the world's best response to COVID, is actually responsible for the >600k policy-inflicted deaths in the US","Quote Tweet
The Hill
@thehill
 · Apr 11
Blinken: China ""didn't do what it needed to do"" in early stages of pandemic http://hill.cm/ZbD5nZy",,3,9,91,"['https://pbs.twimg.com/media/Eyz9mr4VIAQ1_wm?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/907330975587336193/tw7JPE5v_mini.jpg', 'https://pbs.twimg.com/media/EytFeZ3WEAI6wUw?format=png&name=240x240']",https://twitter.com/asatarbair/status/1381758472425893890,[],"['liberal', 'explaining', 'china', 'worlds', 'best', 'response', 'covid', 'actually', 'responsible', 'k', 'policyinflicted', 'death', 'u']",
624,624,Andrew R,@Aroucho,2021-04-12T23:59:13.000Z,"Universal Basic Income is designed to drive us even further into massive debt, print more money, force massive inflation and collapse our currency. Finish the job they started with COVID

How to take down a free country via free market economy disruption",,,18,118,343,[],https://twitter.com/Aroucho/status/1381758837141737478,[],"['universal', 'basic', 'income', 'designed', 'drive', 'u', 'even', 'massive', 'debt', 'print', 'money', 'force', 'massive', 'inflation', 'collapse', 'currency', 'finish', 'job', 'started', 'covid', 'take', 'free', 'country', 'via', 'free', 'market', 'economy', 'disruption']",
625,625,"Will T May TALCOTT, LP. & WILLIAM B. MAY COMPANY",@may_talcott,2021-04-12T23:58:31.000Z,"United Nations Secretary-General A. Guterres is calling on nations to institute a wealth tax to help reduce global inequality by the Covid-19 pandemic. There has been a $5 trillion surge in the wealth of the world’s richest in the past year even as vulnerable, Guterres SCARY~WILL",,,1,4,3,[],https://twitter.com/may_talcott/status/1381758662574710784,[],"['united', 'nation', 'secretarygeneral', 'guterres', 'calling', 'nation', 'institute', 'wealth', 'tax', 'help', 'reduce', 'global', 'inequality', 'covid', 'pandemic', 'ha', 'trillion', 'surge', 'wealth', 'world', 'richest', 'past', 'year', 'even', 'vulnerable', 'guterres', 'scary']",
626,626,Kara Herberich,@KHerbieTexas,2021-04-12T23:55:58.000Z,The yoga pants have taken over.... my teenage son saw me in jeans and asked why I was so dressed up. #COVID,,,2,1,14,[],https://twitter.com/KHerbieTexas/status/1381758020477145091,['COVID'],"['yoga', 'pant', 'taken', 'teenage', 'son', 'saw', 'jean', 'asked', 'wa', 'dressed', 'covid']",covid
627,627,Texbelle,@Texbelle1,2021-04-12T23:53:54.000Z,"April 5, 2021.  CDC quietly releases statement that there is a 1/10,000 chance you will contract COVID from a surface.  Some of us listened to the other experts who told us this nearly a year ago.",,,,5,13,[],https://twitter.com/Texbelle1/status/1381757498751864832,[],"['april', 'cdc', 'quietly', 'release', 'statement', 'chance', 'contract', 'covid', 'surface', 'u', 'listened', 'expert', 'told', 'u', 'nearly', 'year', 'ago']",
628,628,St. John Ambulance of Malaysia,@sjamalaysia,2021-04-12T23:54:09.000Z,"More and more of SJAM Front-liners are being vaccinated across the country thanks to the Ministry of Health Malaysia (MOH) and COVID-19 Immunisation Task Force (CITF).  

#KKM 
#JKJAV 
#SJAM
#KitaMestiMenang 
#lindungidirilindungisemua
@Khairykj
@DrAdhamBaba
 
@stjohnambulance",,,1,7,13,"['https://pbs.twimg.com/media/Eyz9LLWUUAUWk7y?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Eyz9Lk5U4AAGS-7?format=jpg&name=360x360']",https://twitter.com/sjamalaysia/status/1381757563872583683,"['KKM', 'JKJAV', 'SJAM', 'KitaMestiMenang', 'lindungidirilindungisemua']","['sjam', 'frontliners', 'vaccinated', 'across', 'country', 'thanks', 'ministry', 'health', 'malaysia', 'moh', 'covid', 'immunisation', 'task', 'force', 'citf', 'kkm', 'jkjav', 'sjam', 'kitamestimenang', 'lindungidirilindungisemua', 'khairykj', 'dradhambaba', 'stjohnambulance']",kkm jkjav sjam  kita mesti menang lindungidirilindungisemua
629,629,Valentine Michael Smith,@pctechpro1,2021-04-12T23:55:36.000Z,"Wanna glimpse of the end?

For the first time in a year, there is no COVID information in the ""What's happening"" section ==>>

At least in MY web browser it's missing.",,,4,3,7,[],https://twitter.com/pctechpro1/status/1381757929406132225,[],"['wanna', 'glimpse', 'end', 'first', 'time', 'year', 'covid', 'information', 'whats', 'happening', 'section', 'least', 'web', 'browser', 'missing']",
630,630,Aadhaar,@UIDAI,2021-04-12T09:33:59.000Z,"#TeekaUtsav
#LargestVaccinationDrive
Participate in the World's Largest Vaccination Drive and play your part in defeating Covid-19. 
Take your #Aadhaar with you to the vaccination center to make this process easier.",,,6,22,76,['https://pbs.twimg.com/media/Eyw4TI5VIAUPeix?format=jpg&name=small'],https://twitter.com/UIDAI/status/1381541096308666371,"['TeekaUtsav', 'LargestVaccinationDrive', 'Aadhaar']","['teekautsav', 'largestvaccinationdrive', 'participate', 'worlds', 'largest', 'vaccination', 'drive', 'play', 'part', 'defeating', 'covid', 'take', 'aadhaar', 'vaccination', 'center', 'make', 'process', 'easier']",teeka utsav  largest vaccination drive  aadhaar
631,631,Saurav Vaish™,@sauravkvaish,2021-04-12T04:34:04.000Z,"My cousin’s destination wedding in Mussoorie got cancelled due to rising covid cases. Her father is going to lose 20lac rs paid as advance. His lifetime savings gone. But this madness is allowed to continue unchecked. Shocking.
#CoronavirusIndia 
#kumbh 
#KumbhMela2021","Quote Tweet
NDTV
@ndtv
 · Apr 11
A day ahead of the Shahi Snan - considered to be an auspicious day to take holy dip in the Ganges - more than one lakh devotees were seen on the banks of the river, in clear violation of the COVID-19 rules

#COVID19",,,,,"['https://pbs.twimg.com/profile_images/570440108424171520/QuGYd7jH_mini.png', 'https://pbs.twimg.com/ext_tw_video_thumb/1381295090946043905/pu/img/vqmzZsfbHYxDNCD4.jpg']",https://twitter.com/sauravkvaish/status/1381465616905760770,"['CoronavirusIndia', 'kumbh', 'KumbhMela2021']","['cousin', 'destination', 'wedding', 'mussoorie', 'got', 'cancelled', 'due', 'rising', 'covid', 'case', 'father', 'going', 'lose', 'lac', 'r', 'paid', 'advance', 'lifetime', 'saving', 'gone', 'madness', 'allowed', 'continue', 'unchecked', 'shocking', 'coronavirusindia', 'kumbh', 'kumbhmela']",coronavirus india kumbh  kumbh mela 2021
632,632,Shashank Shekhar Jha,@shashank_ssj,2021-04-12T13:23:47.000Z,"Looking at the spike of Covid-19 and availability of vaccines to 45+,
I think government should
#PostponeBoardExams2021,
#PostponeJEE &
#postponeneetpg2021.

Jaan hai, to jahaan hai.",,,2,41,50,[],https://twitter.com/shashank_ssj/status/1381598927997206528,"['PostponeBoardExams2021', 'PostponeJEE', 'postponeneetpg2021']","['looking', 'spike', 'covid', 'availability', 'vaccine', 'think', 'government', 'postponeboardexams', 'postponejee', 'postponeneetpg', 'jaan', 'hai', 'jahaan', 'hai']",postpone board exams 2021  postpone jee postponeneetpg 2021
633,633,Rajat Ranjan,@DrRajatranjan,2021-04-12T10:59:12.000Z,"Experts clear Russia’s Sputnik Covid-19 vaccine for use in India. India now has three approved Covid-19 vaccines - Covaxin, Covishield and Sputnik-V.","Experts clear Russia’s Sputnik Covid-19 vaccine for use in India
The approval of Russia’s Covid-19 vaccine Sputnik V comes amid a surge in cases across several states and Union Territories. India now has three approved Covid-19 vaccines - Covaxin, Covishield and...
hindustantimes.com",,,,1,['https://pbs.twimg.com/card_img/1386646028904898560/L0xp3BfD?format=jpg&name=small'],https://twitter.com/DrRajatranjan/status/1381562542078586881,[],"['expert', 'clear', 'russia', 'sputnik', 'covid', 'vaccine', 'use', 'india', 'india', 'ha', 'three', 'approved', 'covid', 'vaccine', 'covaxin', 'covishield', 'sputnikv']",
634,634,Ronak Sharma,@_I_ronak,2021-04-12T04:09:35.000Z,"Amid rising #COVID19 cases, Delhi Chief Minister Arvind Kejriwal (in file pic) will hold a meeting today at 12 noon

10,774 new cases and 48 deaths were reported in Delhi 
@CMODelhi",,,,,1,['https://pbs.twimg.com/media/EyvuDhwVEAUPr7G?format=jpg&name=small'],https://twitter.com/_I_ronak/status/1381459457993961474,['COVID19'],"['amid', 'rising', 'covid', 'case', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal', 'file', 'pic', 'hold', 'meeting', 'today', 'noon', 'new', 'case', 'death', 'reported', 'delhi', 'cmodelhi']",covid 19
635,635,Kanchan Ugursandi,@BikerGirlkancha,2021-04-12T19:17:42.000Z,"Just finished Zoom meeting with medical professionals. Covid new strain has been spreading rapidly. Personally I'm facing it in my hospital also in my locality in Delhi.
Thanks god I'm Still safe and Covid free. Dear all, plz follow Covid guidelines. 
#MaskUp 
@utladakhtourism",,,,,3,[],https://twitter.com/BikerGirlkancha/status/1381687992994070530,['MaskUp'],"['finished', 'zoom', 'meeting', 'medical', 'professional', 'covid', 'new', 'strain', 'ha', 'spreading', 'rapidly', 'personally', 'im', 'facing', 'hospital', 'also', 'locality', 'delhi', 'thanks', 'god', 'im', 'still', 'safe', 'covid', 'free', 'dear', 'plz', 'follow', 'covid', 'guideline', 'maskup', 'utladakhtourism']",mask up
636,636,Paras Kochhaar,@paraskochhar,2021-04-12T09:15:39.000Z,"Hi All
There is an urgent need for plasma of CoVid recovered patient in Max Saket
If you know of any volunteers please help
 
contact: Palak: 99538 77991",,,1,2,1,[],https://twitter.com/paraskochhar/status/1381536480510705669,[],"['hi', 'urgent', 'need', 'plasma', 'covid', 'recovered', 'patient', 'max', 'saket', 'know', 'volunteer', 'please', 'help', 'contact', 'palak']",
637,637,ABi Gill™,@iAmABiGill,2021-04-12T15:07:51.000Z,"What i don't understand is when it's Already proven that #NightCurfew is useless, still States implementing it.

Take Strict & Real measures if you really want to help, as you claim to - #DayCurfew.

#Delhi #Covid19 #Coronavirus
#IndiaFightsCorona
#DelhiFightsCorona
#COVID19India",,,,1,1,[],https://twitter.com/iAmABiGill/status/1381625115893407744,"['NightCurfew', 'DayCurfew', 'Delhi', 'Covid19', 'Coronavirus', 'IndiaFightsCorona', 'DelhiFightsCorona', 'COVID19India']","['dont', 'understand', 'already', 'proven', 'nightcurfew', 'useless', 'still', 'state', 'implementing', 'take', 'strict', 'real', 'measure', 'really', 'want', 'help', 'claim', 'daycurfew', 'delhi', 'covid', 'coronavirus', 'indiafightscorona', 'delhifightscorona', 'covidindia']",night curfew  day curfew  delhi  covid 19  coronavirus  india fights corona  delhi fights corona covid 19 india
638,638,DreamBelieveAchieve,@bestversionn,2021-04-12T16:58:56.000Z,"Din mein Rally, Raat mein curfew.
Masks in malls, no masks in Kumbh.
Public fined, exception to CMs.
1st wave gifted, 2nd wave created.
Double standard peak=Covid peak
#covid #CoronaCurfew #COVIDSecondWave 
@narendramodi
 @AmitShah
 @PMOIndia
 @mlkhattar
 @Dchautala
 @mygovindia",,🙈 🙉,,,3,[],https://twitter.com/bestversionn/status/1381653069302099968,"['covid', 'CoronaCurfew', 'COVIDSecondWave']","['din', 'mein', 'rally', 'raat', 'mein', 'curfew', 'mask', 'mall', 'mask', 'kumbh', 'public', 'fined', 'exception', 'cm', 'st', 'wave', 'gifted', 'nd', 'wave', 'created', 'double', 'standard', 'peak', 'covid', 'peak', 'covid', 'coronacurfew', 'covidsecondwave', 'narendramodi', 'amitshah', 'pmoindia', 'mlkhattar', 'dchautala', 'mygovindia']",covid  corona curfew covid second wave
639,639,Harinder Baweja,@shammybaweja,2021-04-12T07:07:11.000Z,How can this even be allowed in #COVID19 This is criminal on part of the state govt and the devotees,"Quote Tweet
NDTV
@ndtv
 · Apr 11
A day ahead of the Shahi Snan - considered to be an auspicious day to take holy dip in the Ganges - more than one lakh devotees were seen on the banks of the river, in clear violation of the COVID-19 rules

#COVID19",,1,10,16,"['https://pbs.twimg.com/profile_images/570440108424171520/QuGYd7jH_mini.png', 'https://pbs.twimg.com/ext_tw_video_thumb/1381295090946043905/pu/img/vqmzZsfbHYxDNCD4.jpg']",https://twitter.com/shammybaweja/status/1381504151180386304,['COVID19'],"['even', 'allowed', 'covid', 'criminal', 'part', 'state', 'govt', 'devotee']",covid 19
640,640,Abhijit_Ghosh,@BlackKn59506535,2021-04-12T08:19:35.000Z,"It's not about one station day before yesterday it wasn't available at Noida Sec 18 with COVID  cases on rise what's the mechanism ? You have outsourced employees they are least bothered about safety  . 
@HardeepSPuri
 @drharshvardhan
 https://twitter.com/OfficialDMRC/status/1381520683180552198…",This Tweet is unavailable.,,,,,[],https://twitter.com/BlackKn59506535/status/1381522372071591941,[],"['one', 'station', 'day', 'yesterday', 'wasnt', 'available', 'noida', 'sec', 'covid', 'case', 'rise', 'whats', 'mechanism', 'outsourced', 'employee', 'least', 'bothered', 'safety', 'hardeepspuri', 'drharshvardhan', 'httpstwittercomofficialdmrcstatus']",
641,641,Kallol Bhattacherjee,@janusmyth,2021-04-12T05:44:13.000Z,"News headlines on TV- 
1. India in a massive covid19 crisis. On the ground business as usual. 
2. PM to hold 3 public meetings in West Bengal.
3. Shahi Snan in Kumbh mela.
#secondwave #COVID19",,,2,6,12,[],https://twitter.com/janusmyth/status/1381483272501346309,"['secondwave', 'COVID19']","['news', 'headline', 'tv', 'india', 'massive', 'covid', 'crisis', 'ground', 'business', 'usual', ' \n', 'pm', 'hold', 'public', 'meeting', 'west', 'bengal', '\n', 'shahi', 'snan', 'kumbh', 'mela', 'secondwave', 'covid']",secondwave covid 19
642,642,Shubham Sharma,@shubhpilot,2021-04-12T19:54:21.000Z,"Uncle 
@narendramodi
 Helping Manistream Of India To Maintain Social Distancing, This Is The Moment When Country Is Going Through With Helm,

Just Measure His Visionary Idea Which He Talks Across The Globe About #Covid19, He's Proving Himself A Thrasonical Leader !!",,,,4,7,['https://pbs.twimg.com/media/EyzGSltXIA8CIJd?format=jpg&name=small'],https://twitter.com/shubhpilot/status/1381697215593259008,['Covid19'],"['uncle', 'narendramodi', 'helping', 'manistream', 'india', 'maintain', 'social', 'distancing', 'moment', 'country', 'going', 'helm', 'measure', 'visionary', 'idea', 'talk', 'across', 'globe', 'covid', 'hes', 'proving', 'thrasonical', 'leader']",covid 19
643,643,Nikhil Rathore,@nikrathore,2021-04-12T17:08:03.000Z,"I am saying this for the first time, but yes इस बार “मुझे डर लग रहा है” 

This version of #Covid19 is different, infact this is more dangerous than anything I can think about.

My motive is not to create panic, but to create awareness.

Take care everyone ",,🤞,,1,7,[],https://twitter.com/nikrathore/status/1381655365272543232,['Covid19'],"['saying', 'first', 'time', 'yes', 'इस', 'ब', 'र', 'म', 'झ', 'डर', 'लग', 'रह', 'ह', 'version', 'covid', 'different', 'infact', 'dangerous', 'anything', 'think', 'motive', 'create', 'panic', 'create', 'awareness', 'take', 'care', 'everyone']",covid 19
644,644,Sohil Sehran,@SohilSehran,2021-04-12T14:29:18.000Z,"#Delhi records 11491 #COVID19 cases, 72 deaths in the last 24 hours. #COVID19India #MaskUpIndia",,,,,8,[],https://twitter.com/SohilSehran/status/1381615411863560193,"['Delhi', 'COVID19', 'COVID19India', 'MaskUpIndia']","['delhi', 'record', 'covid', 'case', 'death', 'last', 'hour', 'covidindia', 'maskupindia']",delhi covid 19 covid 19 india  mask up india
645,645,Amitabh Chiranjeev,@princeamitabh,2021-04-12T07:54:20.000Z,All these unwanted calls create panic among Covid Positive patients despite no complications. This also hamper people not to go for testing.,"Quote Tweet
Amitabh Chiranjeev
@princeamitabh
 · Apr 12
Sh. @narendramodi sir @PMOIndia Sh. @drharshvardhan ji @DrHVoffice Sh. @ArvindKejriwal ji, @LtGovDelhi @CPDelhi 
Please look into this matter as this is very serious matter. Breach of privacy. twitter.com/princeamitabh/…",,,,,['https://pbs.twimg.com/profile_images/1335409537348554754/9DQtt3-8_mini.jpg'],https://twitter.com/princeamitabh/status/1381516015771643907,[],"['unwanted', 'call', 'create', 'panic', 'among', 'covid', 'positive', 'patient', 'despite', 'complication', 'also', 'hamper', 'people', 'go', 'testing']",
646,646,Pankaj Upadhyay,@pankaju17,2021-04-12T10:09:27.000Z,"Sputnik V vaccine approved for India by Govt panel. To be rolled out in India by Dr Reddy’s. #COVID19 #Vaccine
 #SputnikV",,💉,,,2,['https://pbs.twimg.com/media/EyxAatRVEAIivn3?format=jpg&name=small'],https://twitter.com/pankaju17/status/1381550018532929538,"['COVID19', 'Vaccine', 'SputnikV']","['sputnik', 'v', 'vaccine', 'approved', 'india', 'govt', 'panel', 'rolled', 'india', 'dr', 'reddy', 'covid', 'vaccine', 'sputnikv']",covid 19  vaccine  sputnik v
647,647,Shubham Misra,@SBM_4007,2021-04-12T04:56:27.000Z,"No masking, no social distancing, no #COVID19 protocols, just a bunch of dumb people!!
This is a ticking time bomb waiting to explode in the entire country!
Human stupidity has surpassed all limits!! Our fate is set to be doomed!
Hopeless country!
#kumbh2021 #COVIDIOTS","Quote Tweet
ANI
@ANI
 · Apr 12
Uttarakhand: Sadhus participate in the second 'shahi snan' of Maha Kumbh at Har Ki Pauri ghat in Haridwar",🧠,,3,1,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/media/EyvxKgrUcAIAqru?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EyvxNA7VEAIWq7Y?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EyvxLi5VoAABgGx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EyvxO49VEAEQovv?format=jpg&name=360x360']",https://twitter.com/SBM_4007/status/1381471250854281216,"['COVID19', 'kumbh2021', 'COVIDIOTS']","['masking', 'social', 'distancing', 'covid', 'protocol', 'bunch', 'dumb', 'people', 'ticking', 'time', 'bomb', 'waiting', 'explode', 'entire', 'country', 'human', 'stupidity', 'ha', 'surpassed', 'limit', 'fate', 'set', 'doomed', 'hopeless', 'country', 'kumbh', 'covidiots']",covid 19 kumbh 2021 covidiots
648,648,Omkar Bhattacharya,@ombhattacharya,2021-04-12T13:00:48.000Z,"Asthma inhalers could reduce severe Covid effects, hospitalisation, study in Lancet reveals
@MohanaBasu
 reports

#ThePrintHealth","Asthma inhalers could reduce severe Covid effects, hospitalisation, study in Lancet reveals
Study by researchers from University of Oxford can explain why Covid patients with chronic respiratory disease are less likely to end up in hospitals.
theprint.in",,,,1,['https://pbs.twimg.com/card_img/1386654163711533059/mSMUvo6A?format=jpg&name=small'],https://twitter.com/ombhattacharya/status/1381593141183049728,['ThePrintHealth'],"['asthma', 'inhaler', 'could', 'reduce', 'severe', 'covid', 'effect', 'hospitalisation', 'study', 'lancet', 'reveals', 'mohanabasu', 'report', 'theprinthealth']",the print health
649,649,Rajan Tewari,@Rajan_Tewari,2021-04-12T10:47:59.000Z," Sputnik V is getting #emergency approval very soon which will help 
 in the fight against #COVID-19! 
By October India is to have 5 MORE VACCINES authorised for use!
PM Sh. 
@narendramodi
 Ji is keeping India equipped!
Please wear your mask ",,💉 😷,,4,15,['https://pbs.twimg.com/media/EyxJPLSXAAYF9Qb?format=jpg&name=small'],https://twitter.com/Rajan_Tewari/status/1381559719022657536,"['emergency', 'COVID']","['sputnik', 'v', 'getting', 'emergency', 'approval', 'soon', 'help', 'fight', 'covid', 'october', 'india', 'vaccine', 'authorised', 'use', 'pm', 'sh', 'narendramodi', 'ji', 'keeping', 'india', 'equipped', 'please', 'wear', 'mask']",emergency covid
650,650,Aneesha Bedi,@AneeshaBedi,2021-04-12T14:28:01.000Z,"DELHI COVID-19 update: Daily spike in cases continues. Another 11,491 cases and 72 deaths reported in the capital over the past 24 hours. 92,397 tests conducted and positivity at an all-time high of 12.44%.",,,,8,9,['https://pbs.twimg.com/media/Eyx7mV8U8AQYUNJ?format=jpg&name=small'],https://twitter.com/AneeshaBedi/status/1381615092752470016,[],"['delhi', 'covid', 'update', 'daily', 'spike', 'case', 'continues', 'another', 'case', 'death', 'reported', 'capital', 'past', 'hour', 'test', 'conducted', 'positivity', 'alltime', 'high']",
651,651,Nikhil Nanda,@iamnikhilnanda,2021-04-12T06:02:52.000Z,"Gandhis should stop playing #politics with the career of common students. They are not privileged like them to achieve everything in life without having to do anything. #CBSE is capable of ensuring #Covid19 guidelines #Education 
@DrRPNishank","Coronavirus in India: प्रियंका गांधी ने की CBSE बोर्ड एग्जाम रद्द करने की मांग, पूछा- स्टूडेंट्स को...
भारत न्यूज़: प्रियंका गांधी वाड्रा ने शिक्षा मंत्री को लिखे अपने पत्र में कहा कि बढ़ती महामारी के दौरान इन परीक्षाओं में बैठने के लिए छात्रों को मजबूर करने पर, किसी भी परीक्षा केंद्र पर बड़ी संख्या...
navbharattimes.indiatimes.com",,4,5,35,[],https://twitter.com/iamnikhilnanda/status/1381487964492984324,"['politics', 'CBSE', 'Covid19', 'Education']","['gandhi', 'stop', 'playing', 'politics', 'career', 'common', 'student', 'privileged', 'like', 'achieve', 'everything', 'life', 'without', 'anything', 'cbse', 'capable', 'ensuring', 'covid', 'guideline', 'education', 'drrpnishank']",politics cbse  covid 19  education
652,652,Nikhil Nanda,@iamnikhilnanda,2021-04-12T08:08:37.000Z,"#ArvindKejriwal should get decided which wave it is. People of Delhi will be grateful if he pays serious attention to facilities for #corona patients instead of waiting for Centre 
@AmitShah
 to intervene each time when situation gets out of control #COVID19","Fourth Covid Wave In Delhi ""Much More Dangerous,"" Says Arvind Kejriwal
Delhi Chief Minister Arvind Kejriwal today requested the centre to remove age restrictions on COVID-19 vaccination, even as his government flagged vaccine shortage and said that stocks for just seven...
ndtv.com",,2,8,34,['https://pbs.twimg.com/card_img/1388741748239716354/rCW9NoED?format=jpg&name=small'],https://twitter.com/iamnikhilnanda/status/1381519610315333633,"['ArvindKejriwal', 'corona', 'COVID19']","['arvindkejriwal', 'get', 'decided', 'wave', 'people', 'delhi', 'grateful', 'pay', 'serious', 'attention', 'facility', 'corona', 'patient', 'instead', 'waiting', 'centre', 'amitshah', 'intervene', 'time', 'situation', 'get', 'control', 'covid']",arvind kejriwal corona covid 19
653,653,Ravi Kumar Gupta,@rav26051,2021-04-12T02:48:52.000Z,"Looking forward to receiving the second dose soon, within 6 weeks of the first one. 

Vaccination (I chose to take Covaxin available at AIIMS, New Delhi) is indeed a great protection against DEADLY #ChineseVirus #COVID19 BUT NOT foolproof - other preventive measures must continue","Quote Tweet
Ravi Kumar Gupta
@rav26051
 · Mar 11
कोवैक्सीन की पहली खुराक बीते कल दिनांक 10 मार्च को एम्स में ग्रहण की। चीनी वायरस कोरोनावायरस के विरुद्ध युद्ध के लिए पूर्ण स्वदेशी वैक्सीन अस्त्र कोवैक्सीन के लिए 45+45 km का सफर अपने वाहन द्वारा बेशक बनता था, उपयोगी रहा। निकटवर्ती सभी केंद्रों पर कोविशील्ड ही उपलब्ध था।
Show this thread",,,,1,"['https://pbs.twimg.com/profile_images/803274685416816641/L_4kOA6k_mini.jpg', 'https://pbs.twimg.com/media/EwK2LLbVcAEl4YD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EwK2LaMVcAIllZZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EwK2Mv3VIAMqbjN?format=jpg&name=360x360']",https://twitter.com/rav26051/status/1381439142551117825,"['ChineseVirus', 'COVID19']","['looking', 'forward', 'receiving', 'second', 'dose', 'soon', 'within', 'week', 'first', 'one', 'vaccination', 'chose', 'take', 'covaxin', 'available', 'aiims', 'new', 'delhi', 'indeed', 'great', 'protection', 'deadly', 'chinesevirus', 'covid', 'foolproof', 'preventive', 'measure', 'must', 'continue']",chinese virus covid 19
